STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency of observation,REF_AREA,Reference area,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,ADJUSTMENT,Adjustment,SECTOR,Institutional sector,ACCOUNTING_ENTRY,Accounting entry,TRANSACTION,Transaction,INSTR_ASSET,Instruments and assets,PRICE_BASE,Price base,TRANSFORMATION,Transformation,REF_YEAR_PRICE,Price reference year,BASE_PER,Base period,CONF_STATUS,Confidentiality status,DECIMALS,Decimals,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2014-Q1,,100.45,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2014-Q2,,100.43,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2014-Q3,,100.28,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2014-Q4,,101.49,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2015-Q1,,103.39,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2015-Q2,,105.68,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2015-Q3,,107.54,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2015-Q4,,107.28,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2016-Q1,,106.64,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2016-Q2,,106.64,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2016-Q3,,105.67,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2016-Q4,,104.79,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2017-Q1,,104.73,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2017-Q2,,106.78,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2017-Q3,,106.82,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2017-Q4,,106.78,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2018-Q1,,107.93,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2018-Q2,,107.31,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2018-Q3,,107.52,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2018-Q4,,108.65,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2019-Q1,,108.38,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2019-Q2,,109.75,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2019-Q3,,109.76,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2019-Q4,,110.39,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2020-Q1,,108.87,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2020-Q2,,106.66,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2020-Q3,,109.82,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2020-Q4,,110.23,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2021-Q1,,110.92,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2021-Q2,,111.59,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2021-Q3,,110.34,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2021-Q4,,108.11,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2022-Q1,,107.52,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2022-Q2,,106.36,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2022-Q3,,106.54,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2022-Q4,,108.38,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2023-Q1,,107.39,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2023-Q2,,108.48,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2023-Q3,,108.2,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2023-Q4,,108.89,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2024-Q1,,109.84,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2024-Q2,,110.88,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2024-Q3,,111.45,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2024-Q4,,113.15,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,GBR,United Kingdom,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2025-Q1,,111.68,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,USA,United States,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2007-Q1,,100,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,USA,United States,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2007-Q2,,100.15,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
DATAFLOW,OECD.SDD.NAD:DSD_HHDASH@DF_HHDASH_CTRY(1.0),Household indicators dashboard – country view,I,Q,Quarterly,USA,United States,B6GS1M_R_POP,Real gross disposable income per capita of households and NPISH,IX,Index,2007-Q3,,100.06,,Y,Calendar and seasonally adjusted,S1M,Households and non-profit institutions serving households (NPISH),B,Balance (revenue minus expenditure),B6G_POP,"Disposable income, gross, per capita",_Z,Not applicable,LR,Chain linked volume (rebased),IX,Index,2020,,2007-Q1,,F,Free (free for publication),2,Two,A,Normal value,0,Units
